7.285222,0,NaN
7.285231,0,-Infinity
7.285232,0,-Infinity
7.285233,0,-Infinity
7.285235,0,-Infinity
7.285236,0,-Infinity
7.285238,0,-Infinity
7.285239,0,-Infinity
7.285241,0,-Infinity
7.285242,0,-Infinity
7.285242,0,-Infinity
7.285243,0,-Infinity
7.285246,0,-Infinity
7.285247,0,-Infinity
7.285248,0,Infinity
7.285249,0,Infinity
7.285251,0,Infinity
7.285252,0,Infinity
7.285253,0,Infinity
7.285254,0,Infinity
7.285254,0,Infinity
7.285255,0,Infinity
7.285256,0,Infinity
7.285257,0,Infinity
7.285258,0,Infinity
7.285259,0,Infinity
7.28526,0,Infinity
7.285261,0,Infinity
7.285261,0,Infinity
7.285262,0,Infinity
7.285263,0,Infinity
7.285263,0,Infinity
7.285264,0,Infinity
7.285264,0,Infinity
7.285265,0,Infinity
7.285266,0,Infinity
7.285266,0,Infinity
7.285267,0,Infinity
7.285275,0,Infinity
7.285275,0,Infinity
7.285276,0,Infinity
7.285277,0,Infinity
7.285277,0,Infinity
7.28528,0,Infinity
7.285281,0,Infinity
7.285281,0,Infinity
7.285282,0,Infinity
7.285283,0,Infinity
7.285284,0,Infinity
7.285286,0,Infinity
7.285287,0,Infinity
7.285288,0,Infinity
7.28529,0,Infinity
7.285291,0,Infinity
7.285291,0,Infinity
7.285292,0,Infinity
7.285293,0,Infinity
7.285293,0,Infinity
7.285294,0,Infinity
7.285295,0,Infinity
7.285295,0,Infinity
7.285296,0,-Infinity
7.285297,0,-Infinity
7.285298,0,-Infinity
7.285299,0,-Infinity
7.2853,0,-Infinity
7.285301,0,-Infinity
7.285302,0,-Infinity
7.285302,0,-Infinity
7.285303,0,-Infinity
7.285304,0,-Infinity
7.285304,0,-Infinity
7.285305,0,-Infinity
7.285306,0,-Infinity
7.285306,0,-Infinity
7.285307,0,-Infinity
7.285307,0,-Infinity
7.285308,0,-Infinity
7.285309,0,-Infinity
7.285309,0,-Infinity
7.28531,0,-Infinity
7.285311,0,-Infinity
7.285311,0,-Infinity
7.285312,0,-Infinity
7.285313,0,-Infinity
7.285314,0,-Infinity
7.285315,0,-Infinity
7.285316,0,-Infinity
7.285316,0,-Infinity
7.285317,0,-Infinity
7.285318,0,-Infinity
7.285318,0,-Infinity
7.285319,0,-Infinity
7.28532,0,-Infinity
